,Neighbors
pseudo_252_1610.0_1408.0_4_rela_relative,[]
pseudo_252_1610.0_1408.0_5_rela_relative,['pseudo_267_1710.0_1208.0']
pseudo_264_1710.0_908.0_0_rela_relative,[]
pseudo_264_1710.0_908.0_1_rela_relative,[]
pseudo_264_1710.0_908.0_2_rela_relative,[]
pseudo_264_1710.0_908.0_3_rela_relative,[]
pseudo_264_1710.0_908.0_4_rela_relative,[]
pseudo_264_1710.0_908.0_5_rela_relative,[]
pseudo_268_1710.0_1308.0_0_rela_relative,[]
pseudo_268_1710.0_1308.0_1_rela_relative,[]
pseudo_268_1710.0_1308.0_2_rela_relative,[]
pseudo_268_1710.0_1308.0_3_rela_relative,['pseudo_96_710.0_1108.0']
pseudo_268_1710.0_1308.0_4_rela_relative,[]
pseudo_268_1710.0_1308.0_5_rela_relative,[]
pseudo_269_1710.0_1408.0_0_rela_relative,['pseudo_194_1310.0_708.0']
pseudo_269_1710.0_1408.0_1_rela_relative,"['pseudo_258_1710.0_308.0', 'pseudo_68_510.0_1708.0']"
pseudo_269_1710.0_1408.0_2_rela_relative,['pseudo_64_510.0_1308.0']
pseudo_269_1710.0_1408.0_3_rela_relative,[]
pseudo_269_1710.0_1408.0_4_rela_relative,[]
pseudo_269_1710.0_1408.0_5_rela_relative,[]
pseudo_272_1710.0_1708.0_0_rela_relative,"['pseudo_42_410.0_808.0', 'pseudo_73_610.0_508.0', 'pseudo_90_710.0_508.0']"
pseudo_272_1710.0_1708.0_1_rela_relative,[]
pseudo_272_1710.0_1708.0_2_rela_relative,['pseudo_275_1810.0_308.0']
pseudo_272_1710.0_1708.0_3_rela_relative,['pseudo_131_910.0_1208.0']
pseudo_272_1710.0_1708.0_4_rela_relative,[]
pseudo_272_1710.0_1708.0_5_rela_relative,['pseudo_116_810.0_1408.0']
pseudo_285_1810.0_1308.0_0_rela_relative,[]
pseudo_285_1810.0_1308.0_1_rela_relative,['pseudo_101_710.0_1608.0']
pseudo_285_1810.0_1308.0_2_rela_relative,[]
pseudo_285_1810.0_1308.0_3_rela_relative,"['pseudo_174_1210.0_408.0', 'pseudo_175_1210.0_508.0', 'pseudo_216_1410.0_1208.0']"
pseudo_285_1810.0_1308.0_4_rela_relative,['pseudo_23_310.0_608.0']
pseudo_285_1810.0_1308.0_5_rela_relative,[]
pseudo_21_310.0_408.0_0_rela_relative,[]
pseudo_21_310.0_408.0_1_rela_relative,[]
pseudo_21_310.0_408.0_2_rela_relative,[]
pseudo_21_310.0_408.0_3_rela_relative,[]
pseudo_21_310.0_408.0_4_rela_relative,['pseudo_23_310.0_608.0']
pseudo_21_310.0_408.0_5_rela_relative,[]
pseudo_21_310.0_408.0_6_rela_relative,[]
pseudo_21_310.0_408.0_7_rela_relative,[]
pseudo_21_310.0_408.0_8_rela_relative,['pseudo_79_610.0_1108.0']
pseudo_21_310.0_408.0_9_rela_relative,[]
pseudo_21_310.0_408.0_10_rela_relative,"['pseudo_106_810.0_408.0', 'pseudo_206_1410.0_208.0']"
pseudo_22_310.0_508.0_0_rela_relative,[]
pseudo_22_310.0_508.0_1_rela_relative,[]
pseudo_22_310.0_508.0_2_rela_relative,[]
pseudo_22_310.0_508.0_3_rela_relative,[]
pseudo_22_310.0_508.0_4_rela_relative,[]
pseudo_22_310.0_508.0_5_rela_relative,[]
pseudo_22_310.0_508.0_6_rela_relative,[]
pseudo_22_310.0_508.0_7_rela_relative,[]
pseudo_22_310.0_508.0_8_rela_relative,[]
pseudo_22_310.0_508.0_9_rela_relative,[]
pseudo_22_310.0_508.0_10_rela_relative,['pseudo_87_710.0_208.0']
pseudo_37_410.0_308.0_0_rela_relative,[]
pseudo_37_410.0_308.0_1_rela_relative,[]
pseudo_37_410.0_308.0_2_rela_relative,[]
pseudo_37_410.0_308.0_3_rela_relative,[]
pseudo_37_410.0_308.0_4_rela_relative,[]
pseudo_37_410.0_308.0_5_rela_relative,[]
pseudo_37_410.0_308.0_6_rela_relative,[]
pseudo_37_410.0_308.0_7_rela_relative,"['pseudo_184_1210.0_1408.0', 'pseudo_252_1610.0_1408.0', 'pseudo_48_410.0_1408.0', 'pseudo_76_610.0_808.0']"
pseudo_37_410.0_308.0_8_rela_relative,[]
pseudo_37_410.0_308.0_9_rela_relative,[]
pseudo_37_410.0_308.0_10_rela_relative,[]
pseudo_38_410.0_408.0_0_rela_relative,['pseudo_101_710.0_1608.0']
pseudo_38_410.0_408.0_1_rela_relative,[]
pseudo_38_410.0_408.0_2_rela_relative,[]
pseudo_38_410.0_408.0_3_rela_relative,['pseudo_178_1210.0_808.0']
pseudo_38_410.0_408.0_4_rela_relative,[]
pseudo_38_410.0_408.0_5_rela_relative,['pseudo_93_710.0_808.0']
pseudo_38_410.0_408.0_6_rela_relative,['pseudo_84_610.0_1608.0']
pseudo_38_410.0_408.0_7_rela_relative,[]
pseudo_38_410.0_408.0_8_rela_relative,[]
pseudo_38_410.0_408.0_9_rela_relative,[]
pseudo_38_410.0_408.0_10_rela_relative,[]
pseudo_44_410.0_1008.0_0_rela_relative,[]
pseudo_44_410.0_1008.0_1_rela_relative,"['pseudo_113_810.0_1108.0', 'pseudo_203_1310.0_1608.0']"
pseudo_44_410.0_1008.0_2_rela_relative,[]
pseudo_44_410.0_1008.0_3_rela_relative,[]
pseudo_44_410.0_1008.0_4_rela_relative,['pseudo_229_1510.0_808.0']
pseudo_44_410.0_1008.0_5_rela_relative,"['pseudo_125_910.0_608.0', 'pseudo_128_910.0_908.0', 'pseudo_162_1110.0_908.0', 'pseudo_199_1310.0_1208.0', 'pseudo_208_1410.0_408.0', 'pseudo_214_1410.0_1008.0', 'pseudo_224_1510.0_308.0', 'pseudo_230_1510.0_908.0', 'pseudo_241_1610.0_308.0', 'pseudo_244_1610.0_608.0', 'pseudo_44_410.0_1008.0', 'pseudo_62_510.0_1108.0']"
pseudo_44_410.0_1008.0_6_rela_relative,[]
pseudo_44_410.0_1008.0_7_rela_relative,[]
pseudo_44_410.0_1008.0_8_rela_relative,['pseudo_235_1510.0_1408.0']
pseudo_44_410.0_1008.0_9_rela_relative,[]
pseudo_44_410.0_1008.0_10_rela_relative,"['pseudo_116_810.0_1408.0', 'pseudo_192_1310.0_508.0', 'pseudo_215_1410.0_1108.0', 'pseudo_226_1510.0_508.0', 'pseudo_272_1710.0_1708.0', 'pseudo_30_310.0_1308.0', 'pseudo_90_710.0_508.0']"
pseudo_45_410.0_1108.0_0_rela_relative,[]
pseudo_45_410.0_1108.0_1_rela_relative,[]
pseudo_45_410.0_1108.0_2_rela_relative,[]
pseudo_45_410.0_1108.0_3_rela_relative,['pseudo_267_1710.0_1208.0']
pseudo_45_410.0_1108.0_4_rela_relative,[]
pseudo_45_410.0_1108.0_5_rela_relative,[]
pseudo_45_410.0_1108.0_6_rela_relative,['pseudo_268_1710.0_1308.0']
pseudo_45_410.0_1108.0_7_rela_relative,[]
pseudo_45_410.0_1108.0_8_rela_relative,[]
pseudo_45_410.0_1108.0_9_rela_relative,[]
pseudo_45_410.0_1108.0_10_rela_relative,[]
pseudo_46_410.0_1208.0_0_rela_relative,['pseudo_199_1310.0_1208.0']
pseudo_46_410.0_1208.0_1_rela_relative,['pseudo_140_1010.0_408.0']
pseudo_46_410.0_1208.0_2_rela_relative,[]
pseudo_46_410.0_1208.0_3_rela_relative,['pseudo_263_1710.0_808.0']
pseudo_46_410.0_1208.0_4_rela_relative,[]
pseudo_46_410.0_1208.0_5_rela_relative,[]
pseudo_46_410.0_1208.0_6_rela_relative,"['pseudo_175_1210.0_508.0', 'pseudo_180_1210.0_1008.0']"
pseudo_46_410.0_1208.0_7_rela_relative,"['pseudo_111_810.0_908.0', 'pseudo_128_910.0_908.0', 'pseudo_143_1010.0_708.0', 'pseudo_158_1110.0_508.0', 'pseudo_164_1110.0_1108.0', 'pseudo_208_1410.0_408.0', 'pseudo_241_1610.0_308.0', 'pseudo_276_1810.0_408.0', 'pseudo_55_510.0_408.0', 'pseudo_75_610.0_708.0', 'pseudo_90_710.0_508.0', 'pseudo_94_710.0_908.0']"
pseudo_46_410.0_1208.0_8_rela_relative,"['pseudo_112_810.0_1008.0', 'pseudo_27_310.0_1008.0']"
pseudo_46_410.0_1208.0_9_rela_relative,['pseudo_109_810.0_708.0']
pseudo_46_410.0_1208.0_10_rela_relative,['pseudo_82_610.0_1408.0']
pseudo_54_510.0_308.0_0_rela_relative,"['pseudo_176_1210.0_608.0', 'pseudo_43_410.0_908.0']"
pseudo_54_510.0_308.0_1_rela_relative,[]
pseudo_54_510.0_308.0_2_rela_relative,[]
pseudo_54_510.0_308.0_3_rela_relative,[]
pseudo_54_510.0_308.0_4_rela_relative,[]
pseudo_54_510.0_308.0_5_rela_relative,['pseudo_144_1010.0_808.0']
pseudo_54_510.0_308.0_6_rela_relative,[]
pseudo_54_510.0_308.0_7_rela_relative,[]
pseudo_54_510.0_308.0_8_rela_relative,"['pseudo_142_1010.0_608.0', 'pseudo_26_310.0_908.0']"
pseudo_54_510.0_308.0_9_rela_relative,[]
pseudo_54_510.0_308.0_10_rela_relative,[]
pseudo_55_510.0_408.0_0_rela_relative,[]
pseudo_55_510.0_408.0_1_rela_relative,[]
pseudo_55_510.0_408.0_2_rela_relative,[]
pseudo_55_510.0_408.0_3_rela_relative,"['pseudo_264_1710.0_908.0', 'pseudo_26_310.0_908.0']"
pseudo_55_510.0_408.0_4_rela_relative,[]
pseudo_55_510.0_408.0_5_rela_relative,['pseudo_106_810.0_408.0']
pseudo_55_510.0_408.0_6_rela_relative,['pseudo_199_1310.0_1208.0']
pseudo_55_510.0_408.0_7_rela_relative,[]
pseudo_55_510.0_408.0_8_rela_relative,[]
pseudo_55_510.0_408.0_9_rela_relative,"['pseudo_113_810.0_1108.0', 'pseudo_203_1310.0_1608.0']"
pseudo_55_510.0_408.0_10_rela_relative,[]
pseudo_58_510.0_708.0_0_rela_relative,[]
pseudo_58_510.0_708.0_1_rela_relative,[]
pseudo_58_510.0_708.0_2_rela_relative,[]
pseudo_58_510.0_708.0_3_rela_relative,[]
pseudo_58_510.0_708.0_4_rela_relative,['pseudo_41_410.0_708.0']
pseudo_58_510.0_708.0_5_rela_relative,"['pseudo_107_810.0_508.0', 'pseudo_257_1710.0_208.0']"
pseudo_58_510.0_708.0_6_rela_relative,[]
pseudo_58_510.0_708.0_7_rela_relative,[]
pseudo_58_510.0_708.0_8_rela_relative,"['pseudo_41_410.0_708.0', 'pseudo_60_510.0_908.0']"
pseudo_58_510.0_708.0_9_rela_relative,[]
pseudo_58_510.0_708.0_10_rela_relative,[]
pseudo_63_510.0_1208.0_0_rela_relative,"['pseudo_195_1310.0_808.0', 'pseudo_40_410.0_608.0', 'pseudo_88_710.0_308.0']"
pseudo_63_510.0_1208.0_1_rela_relative,[]
pseudo_63_510.0_1208.0_2_rela_relative,[]
pseudo_63_510.0_1208.0_3_rela_relative,"['pseudo_191_1310.0_408.0', 'pseudo_53_510.0_208.0', 'pseudo_70_610.0_208.0']"
pseudo_63_510.0_1208.0_4_rela_relative,[]
pseudo_63_510.0_1208.0_5_rela_relative,['pseudo_105_810.0_308.0']
pseudo_63_510.0_1208.0_6_rela_relative,['pseudo_234_1510.0_1308.0']
pseudo_63_510.0_1208.0_7_rela_relative,['pseudo_182_1210.0_1208.0']
pseudo_63_510.0_1208.0_8_rela_relative,[]
pseudo_63_510.0_1208.0_9_rela_relative,['pseudo_258_1710.0_308.0']
pseudo_63_510.0_1208.0_10_rela_relative,[]
pseudo_87_710.0_208.0_0_rela_relative,[]
pseudo_87_710.0_208.0_1_rela_relative,[]
pseudo_87_710.0_208.0_2_rela_relative,[]
pseudo_87_710.0_208.0_3_rela_relative,[]
pseudo_87_710.0_208.0_4_rela_relative,['pseudo_184_1210.0_1408.0']
pseudo_87_710.0_208.0_5_rela_relative,['pseudo_198_1310.0_1108.0']
pseudo_87_710.0_208.0_6_rela_relative,"['pseudo_129_910.0_1008.0', 'pseudo_22_310.0_508.0', 'pseudo_268_1710.0_1308.0']"
pseudo_87_710.0_208.0_7_rela_relative,[]
pseudo_87_710.0_208.0_8_rela_relative,['pseudo_187_1210.0_1708.0']
pseudo_87_710.0_208.0_9_rela_relative,[]
pseudo_87_710.0_208.0_10_rela_relative,['pseudo_20_310.0_308.0']
pseudo_93_710.0_808.0_0_rela_relative,[]
pseudo_93_710.0_808.0_1_rela_relative,"['pseudo_147_1010.0_1108.0', 'pseudo_177_1210.0_708.0', 'pseudo_285_1810.0_1308.0', 'pseudo_61_510.0_1008.0', 'pseudo_97_710.0_1208.0']"
pseudo_93_710.0_808.0_2_rela_relative,[]
pseudo_93_710.0_808.0_3_rela_relative,[]
pseudo_93_710.0_808.0_4_rela_relative,['pseudo_79_610.0_1108.0']
pseudo_93_710.0_808.0_5_rela_relative,[]
pseudo_93_710.0_808.0_6_rela_relative,[]
pseudo_93_710.0_808.0_7_rela_relative,[]
pseudo_93_710.0_808.0_8_rela_relative,[]
pseudo_93_710.0_808.0_9_rela_relative,['pseudo_23_310.0_608.0']
pseudo_93_710.0_808.0_10_rela_relative,[]
pseudo_94_710.0_908.0_0_rela_relative,[]
pseudo_94_710.0_908.0_1_rela_relative,[]
pseudo_94_710.0_908.0_2_rela_relative,[]
pseudo_94_710.0_908.0_3_rela_relative,[]
pseudo_94_710.0_908.0_4_rela_relative,[]
pseudo_94_710.0_908.0_5_rela_relative,[]
pseudo_94_710.0_908.0_6_rela_relative,[]
pseudo_94_710.0_908.0_7_rela_relative,[]
pseudo_94_710.0_908.0_8_rela_relative,[]
pseudo_94_710.0_908.0_9_rela_relative,"['pseudo_175_1210.0_508.0', 'pseudo_92_710.0_708.0']"
pseudo_94_710.0_908.0_10_rela_relative,[]
pseudo_107_810.0_508.0_0_rela_relative,[]
pseudo_107_810.0_508.0_1_rela_relative,[]
pseudo_107_810.0_508.0_2_rela_relative,"['pseudo_147_1010.0_1108.0', 'pseudo_165_1110.0_1208.0', 'pseudo_279_1810.0_708.0', 'pseudo_97_710.0_1208.0']"
pseudo_107_810.0_508.0_3_rela_relative,[]
pseudo_107_810.0_508.0_4_rela_relative,[]
pseudo_107_810.0_508.0_5_rela_relative,['pseudo_238_1510.0_1708.0']
pseudo_107_810.0_508.0_6_rela_relative,[]
pseudo_107_810.0_508.0_7_rela_relative,[]
pseudo_107_810.0_508.0_8_rela_relative,[]
pseudo_107_810.0_508.0_9_rela_relative,[]
pseudo_107_810.0_508.0_10_rela_relative,[]
pseudo_109_810.0_708.0_0_rela_relative,[]
pseudo_109_810.0_708.0_1_rela_relative,[]
pseudo_109_810.0_708.0_2_rela_relative,"['pseudo_152_1010.0_1608.0', 'pseudo_179_1210.0_908.0', 'pseudo_217_1410.0_1308.0', 'pseudo_254_1610.0_1608.0', 'pseudo_265_1710.0_1008.0', 'pseudo_281_1810.0_908.0', 'pseudo_64_510.0_1308.0']"
pseudo_109_810.0_708.0_3_rela_relative,[]
pseudo_109_810.0_708.0_4_rela_relative,[]
pseudo_109_810.0_708.0_5_rela_relative,['pseudo_22_310.0_508.0']
pseudo_109_810.0_708.0_6_rela_relative,['pseudo_58_510.0_708.0']
pseudo_109_810.0_708.0_7_rela_relative,[]
pseudo_109_810.0_708.0_8_rela_relative,[]
pseudo_109_810.0_708.0_9_rela_relative,[]
pseudo_109_810.0_708.0_10_rela_relative,[]
pseudo_111_810.0_908.0_0_rela_relative,[]
pseudo_111_810.0_908.0_1_rela_relative,[]
pseudo_111_810.0_908.0_2_rela_relative,[]
pseudo_111_810.0_908.0_3_rela_relative,['pseudo_219_1410.0_1508.0']
pseudo_111_810.0_908.0_4_rela_relative,"['pseudo_116_810.0_1408.0', 'pseudo_146_1010.0_1008.0']"
pseudo_111_810.0_908.0_5_rela_relative,"['pseudo_145_1010.0_908.0', 'pseudo_157_1110.0_408.0', 'pseudo_179_1210.0_908.0', 'pseudo_275_1810.0_308.0', 'pseudo_280_1810.0_808.0', 'pseudo_69_610.0_108.0']"
pseudo_111_810.0_908.0_6_rela_relative,[]
pseudo_111_810.0_908.0_7_rela_relative,[]
pseudo_111_810.0_908.0_8_rela_relative,['pseudo_254_1610.0_1608.0']
pseudo_111_810.0_908.0_9_rela_relative,[]
pseudo_111_810.0_908.0_10_rela_relative,['pseudo_250_1610.0_1208.0']
pseudo_114_810.0_1208.0_0_rela_relative,[]
pseudo_114_810.0_1208.0_1_rela_relative,"['pseudo_200_1310.0_1308.0', 'pseudo_48_410.0_1408.0']"
pseudo_114_810.0_1208.0_2_rela_relative,[]
pseudo_114_810.0_1208.0_3_rela_relative,[]
pseudo_114_810.0_1208.0_4_rela_relative,['pseudo_136_910.0_1708.0']
pseudo_114_810.0_1208.0_5_rela_relative,[]
pseudo_114_810.0_1208.0_6_rela_relative,"['pseudo_265_1710.0_1008.0', 'pseudo_282_1810.0_1008.0']"
pseudo_114_810.0_1208.0_7_rela_relative,[]
pseudo_114_810.0_1208.0_8_rela_relative,[]
pseudo_114_810.0_1208.0_9_rela_relative,[]
pseudo_114_810.0_1208.0_10_rela_relative,[]
pseudo_127_910.0_808.0_0_rela_relative,[]
pseudo_127_910.0_808.0_1_rela_relative,[]
pseudo_127_910.0_808.0_2_rela_relative,[]
pseudo_127_910.0_808.0_3_rela_relative,[]
pseudo_127_910.0_808.0_4_rela_relative,[]
pseudo_127_910.0_808.0_5_rela_relative,[]
pseudo_127_910.0_808.0_6_rela_relative,"['pseudo_216_1410.0_1208.0', 'pseudo_251_1610.0_1308.0']"
pseudo_127_910.0_808.0_7_rela_relative,['pseudo_106_810.0_408.0']
pseudo_127_910.0_808.0_8_rela_relative,[]
pseudo_127_910.0_808.0_9_rela_relative,[]
pseudo_127_910.0_808.0_10_rela_relative,['pseudo_269_1710.0_1408.0']
pseudo_134_910.0_1508.0_0_rela_relative,[]
pseudo_134_910.0_1508.0_1_rela_relative,[]
pseudo_134_910.0_1508.0_2_rela_relative,[]
pseudo_134_910.0_1508.0_3_rela_relative,[]
pseudo_134_910.0_1508.0_4_rela_relative,['pseudo_80_610.0_1208.0']
pseudo_134_910.0_1508.0_5_rela_relative,"['pseudo_168_1110.0_1508.0', 'pseudo_184_1210.0_1408.0', 'pseudo_80_610.0_1208.0']"
pseudo_134_910.0_1508.0_6_rela_relative,"['pseudo_56_510.0_508.0', 'pseudo_81_610.0_1308.0']"
pseudo_134_910.0_1508.0_7_rela_relative,['pseudo_263_1710.0_808.0']
pseudo_134_910.0_1508.0_8_rela_relative,['pseudo_237_1510.0_1608.0']
pseudo_134_910.0_1508.0_9_rela_relative,[]
pseudo_134_910.0_1508.0_10_rela_relative,[]
pseudo_135_910.0_1608.0_0_rela_relative,[]
pseudo_135_910.0_1608.0_1_rela_relative,[]
pseudo_135_910.0_1608.0_2_rela_relative,[]
pseudo_135_910.0_1608.0_3_rela_relative,[]
pseudo_135_910.0_1608.0_4_rela_relative,[]
pseudo_135_910.0_1608.0_5_rela_relative,[]
pseudo_135_910.0_1608.0_6_rela_relative,[]
pseudo_135_910.0_1608.0_7_rela_relative,[]
pseudo_135_910.0_1608.0_8_rela_relative,['pseudo_72_610.0_408.0']
pseudo_135_910.0_1608.0_9_rela_relative,[]
pseudo_135_910.0_1608.0_10_rela_relative,['pseudo_141_1010.0_508.0']
pseudo_138_1010.0_208.0_0_rela_relative,['pseudo_264_1710.0_908.0']
pseudo_138_1010.0_208.0_1_rela_relative,[]
pseudo_138_1010.0_208.0_2_rela_relative,['pseudo_50_410.0_1608.0']
pseudo_138_1010.0_208.0_3_rela_relative,['pseudo_93_710.0_808.0']
pseudo_138_1010.0_208.0_4_rela_relative,['pseudo_56_510.0_508.0']
pseudo_138_1010.0_208.0_5_rela_relative,[]
pseudo_138_1010.0_208.0_6_rela_relative,[]
pseudo_138_1010.0_208.0_7_rela_relative,"['pseudo_112_810.0_1008.0', 'pseudo_203_1310.0_1608.0', 'pseudo_66_510.0_1508.0', 'pseudo_82_610.0_1408.0']"
pseudo_138_1010.0_208.0_8_rela_relative,[]
pseudo_138_1010.0_208.0_9_rela_relative,[]
pseudo_138_1010.0_208.0_10_rela_relative,"['pseudo_110_810.0_808.0', 'pseudo_136_910.0_1708.0']"
pseudo_141_1010.0_508.0_0_rela_relative,[]
pseudo_141_1010.0_508.0_1_rela_relative,['pseudo_89_710.0_408.0']
pseudo_141_1010.0_508.0_2_rela_relative,[]
pseudo_141_1010.0_508.0_3_rela_relative,[]
pseudo_141_1010.0_508.0_4_rela_relative,[]
pseudo_141_1010.0_508.0_5_rela_relative,"['pseudo_177_1210.0_708.0', 'pseudo_285_1810.0_1308.0']"
pseudo_141_1010.0_508.0_6_rela_relative,[]
pseudo_141_1010.0_508.0_7_rela_relative,['pseudo_74_610.0_608.0']
pseudo_141_1010.0_508.0_8_rela_relative,[]
pseudo_141_1010.0_508.0_9_rela_relative,['pseudo_288_1810.0_1608.0']
pseudo_141_1010.0_508.0_10_rela_relative,['pseudo_262_1710.0_708.0']
pseudo_148_1010.0_1208.0_0_rela_relative,[]
pseudo_148_1010.0_1208.0_1_rela_relative,['pseudo_269_1710.0_1408.0']
pseudo_148_1010.0_1208.0_2_rela_relative,['pseudo_159_1110.0_608.0']
pseudo_148_1010.0_1208.0_3_rela_relative,[]
pseudo_148_1010.0_1208.0_4_rela_relative,[]
pseudo_148_1010.0_1208.0_5_rela_relative,[]
pseudo_148_1010.0_1208.0_6_rela_relative,['pseudo_289_1810.0_1708.0']
pseudo_148_1010.0_1208.0_7_rela_relative,[]
pseudo_148_1010.0_1208.0_8_rela_relative,[]
pseudo_148_1010.0_1208.0_9_rela_relative,[]
pseudo_148_1010.0_1208.0_10_rela_relative,[]
pseudo_159_1110.0_608.0_0_rela_relative,[]
pseudo_159_1110.0_608.0_1_rela_relative,[]
pseudo_159_1110.0_608.0_2_rela_relative,[]
pseudo_159_1110.0_608.0_3_rela_relative,[]
pseudo_159_1110.0_608.0_4_rela_relative,[]
pseudo_159_1110.0_608.0_5_rela_relative,[]
pseudo_159_1110.0_608.0_6_rela_relative,[]
pseudo_159_1110.0_608.0_7_rela_relative,[]
pseudo_159_1110.0_608.0_8_rela_relative,['pseudo_28_310.0_1108.0']
pseudo_159_1110.0_608.0_9_rela_relative,['pseudo_122_910.0_308.0']
pseudo_159_1110.0_608.0_10_rela_relative,[]
pseudo_173_1210.0_308.0_0_rela_relative,[]
pseudo_173_1210.0_308.0_1_rela_relative,[]
pseudo_173_1210.0_308.0_2_rela_relative,[]
pseudo_173_1210.0_308.0_3_rela_relative,[]
pseudo_173_1210.0_308.0_4_rela_relative,[]
pseudo_173_1210.0_308.0_5_rela_relative,[]
pseudo_173_1210.0_308.0_6_rela_relative,[]
pseudo_173_1210.0_308.0_7_rela_relative,[]
pseudo_173_1210.0_308.0_8_rela_relative,['pseudo_79_610.0_1108.0']
pseudo_173_1210.0_308.0_9_rela_relative,['pseudo_279_1810.0_708.0']
pseudo_173_1210.0_308.0_10_rela_relative,[]
pseudo_176_1210.0_608.0_0_rela_relative,['pseudo_266_1710.0_1108.0']
pseudo_176_1210.0_608.0_1_rela_relative,[]
pseudo_176_1210.0_608.0_2_rela_relative,[]
pseudo_176_1210.0_608.0_3_rela_relative,[]
pseudo_176_1210.0_608.0_4_rela_relative,[]
pseudo_176_1210.0_608.0_5_rela_relative,[]
pseudo_176_1210.0_608.0_6_rela_relative,[]
pseudo_176_1210.0_608.0_7_rela_relative,"['pseudo_130_910.0_1108.0', 'pseudo_182_1210.0_1208.0', 'pseudo_43_410.0_908.0']"
pseudo_176_1210.0_608.0_8_rela_relative,[]
pseudo_176_1210.0_608.0_9_rela_relative,[]
pseudo_176_1210.0_608.0_10_rela_relative,[]
pseudo_178_1210.0_808.0_0_rela_relative,[]
pseudo_178_1210.0_808.0_1_rela_relative,['pseudo_40_410.0_608.0']
pseudo_178_1210.0_808.0_2_rela_relative,[]
pseudo_178_1210.0_808.0_3_rela_relative,[]
pseudo_178_1210.0_808.0_4_rela_relative,[]
pseudo_178_1210.0_808.0_5_rela_relative,[]
pseudo_178_1210.0_808.0_6_rela_relative,[]
pseudo_178_1210.0_808.0_7_rela_relative,['pseudo_195_1310.0_808.0']
pseudo_178_1210.0_808.0_8_rela_relative,['pseudo_232_1510.0_1108.0']
pseudo_178_1210.0_808.0_9_rela_relative,[]
pseudo_178_1210.0_808.0_10_rela_relative,[]
pseudo_208_1410.0_408.0_0_rela_relative,[]
pseudo_208_1410.0_408.0_1_rela_relative,[]
pseudo_208_1410.0_408.0_2_rela_relative,['pseudo_280_1810.0_808.0']
pseudo_208_1410.0_408.0_3_rela_relative,[]
pseudo_208_1410.0_408.0_4_rela_relative,[]
pseudo_208_1410.0_408.0_5_rela_relative,['pseudo_98_710.0_1308.0']
pseudo_208_1410.0_408.0_6_rela_relative,[]
pseudo_208_1410.0_408.0_7_rela_relative,['pseudo_206_1410.0_208.0']
pseudo_208_1410.0_408.0_8_rela_relative,[]
pseudo_208_1410.0_408.0_9_rela_relative,[]
pseudo_208_1410.0_408.0_10_rela_relative,['pseudo_71_610.0_308.0']
pseudo_211_1410.0_708.0_0_rela_relative,[]
pseudo_211_1410.0_708.0_1_rela_relative,[]
pseudo_211_1410.0_708.0_2_rela_relative,[]
pseudo_211_1410.0_708.0_3_rela_relative,[]
pseudo_211_1410.0_708.0_4_rela_relative,['pseudo_96_710.0_1108.0']
pseudo_211_1410.0_708.0_5_rela_relative,[]
pseudo_211_1410.0_708.0_6_rela_relative,"['pseudo_152_1010.0_1608.0', 'pseudo_179_1210.0_908.0', 'pseudo_64_510.0_1308.0']"
pseudo_211_1410.0_708.0_7_rela_relative,[]
pseudo_211_1410.0_708.0_8_rela_relative,['pseudo_206_1410.0_208.0']
pseudo_211_1410.0_708.0_9_rela_relative,[]
pseudo_211_1410.0_708.0_10_rela_relative,['pseudo_257_1710.0_208.0']
pseudo_212_1410.0_808.0_0_rela_relative,[]
pseudo_212_1410.0_808.0_1_rela_relative,[]
pseudo_212_1410.0_808.0_2_rela_relative,['pseudo_199_1310.0_1208.0']
pseudo_212_1410.0_808.0_3_rela_relative,[]
pseudo_212_1410.0_808.0_4_rela_relative,"['pseudo_165_1110.0_1208.0', 'pseudo_207_1410.0_308.0', 'pseudo_24_310.0_708.0', 'pseudo_265_1710.0_1008.0', 'pseudo_33_310.0_1608.0', 'pseudo_60_510.0_908.0']"
pseudo_212_1410.0_808.0_5_rela_relative,"['pseudo_72_610.0_408.0', 'pseudo_9_210.0_908.0']"
pseudo_212_1410.0_808.0_6_rela_relative,[]
pseudo_212_1410.0_808.0_7_rela_relative,"['pseudo_235_1510.0_1408.0', 'pseudo_254_1610.0_1608.0']"
pseudo_212_1410.0_808.0_8_rela_relative,[]
pseudo_212_1410.0_808.0_9_rela_relative,[]
pseudo_212_1410.0_808.0_10_rela_relative,[]
pseudo_225_1510.0_408.0_0_rela_relative,"['pseudo_113_810.0_1108.0', 'pseudo_130_910.0_1108.0', 'pseudo_182_1210.0_1208.0', 'pseudo_250_1610.0_1208.0', 'pseudo_251_1610.0_1308.0', 'pseudo_252_1610.0_1408.0', 'pseudo_255_1610.0_1708.0']"
pseudo_225_1510.0_408.0_1_rela_relative,[]
pseudo_225_1510.0_408.0_2_rela_relative,[]
pseudo_225_1510.0_408.0_3_rela_relative,[]
pseudo_225_1510.0_408.0_4_rela_relative,[]
pseudo_225_1510.0_408.0_5_rela_relative,['pseudo_60_510.0_908.0']
pseudo_225_1510.0_408.0_6_rela_relative,"['pseudo_46_410.0_1208.0', 'pseudo_81_610.0_1308.0', 'pseudo_88_710.0_308.0', 'pseudo_91_710.0_608.0']"
pseudo_225_1510.0_408.0_7_rela_relative,[]
